id,timestamp,latitude,longitude,accuracy,island,siteName,species,count,threatLevel,coverageArea,observer,notes,photoCount
rec_mlng0p9d_xxfa4g,2026-02-15T07:47:47.809Z,-17.71730067771257,168.32273218340507,17.800398358062868,"Efate","","M. peltata",,low,,"Tito","",0
